CCN,COMP_ITEM_ID,COMMODITY,LEAD_TIME,CFG,ITM_DESC,CHANNEL_ID,PRODUCT_ID,PRODUCT_NAME,SCHEDULER_NAME,DMND_WEEK_STRT_DATE,VRSN_WEEK_STRT_DATE,MRP_FCST_QTY,SUPPLY_CHAIN_TYPE,DW_PKG_UPD_DTS
E10000,H717C,CORD,10,POWERCORD_H717C,"CORD,PWR,250V,2.5A,1M,C5,DEN",2190,59668,PLANOMCTO,KENNETH_HOGAN_ADAPTERS_POWERCORDS,28-05-2016,26-09-2015,2,CTO,51:30.0
E10000,6PHG8,Battery,13,Titan_3_Primary_Thin,"BTRY,PRI,51.2WHR,3C,LITH,SDI",2190,57455,TITAN14MLKBDWBTX,BTX_VOSTRO_NOTEBOOKS,16-07-2016,10-10-2015,0,BTO,51:30.0
DAO,XT9TC,ODD Mechanical,13,XT9TC_CFG,"BRKT,ODD,DUMMY,3030",1865,69254,PR46663TIGRISAIO,JACQUEL_HIGHTOWER(LARGE ORDERS),08-10-2016,19-12-2015,0,CTO,02:40.4
DAO,97DYV,HDD_NB_DT,8,HDD_NB_2_5_1TB_7200_SATA3,"HD,1TB,S3,7.2K,512E,HIT,JAG-C",1865,62217,DOGFISH 3 CTO,ALYSSA_YEOH(HDD_OPTI_RELATIONSHIPDT),28-05-2016,12-03-2016,1,CTO,21:27.0
C40000,XRH7R,LCD,15,14.0HD_TL_oTP_NBLCD,"LCD,14.0HDF,TL,EDP,OTP,TSP,AUO",5001417,62882,LOVELAND14SCTO,FLORA_HAN,12-11-2016,02-04-2016,1,CTO,56:43.7
DAO,XP5PX,HDD_NB_DT,8,HDD_NB_2_5_1TB_5400_SATA3,"HD,1TB,S3,5.4,512E,ST,M8BP2,16",1865,60150,TULIP15SKLBTX,BTX_PERSONAL_NOTEBOOKS,19-12-2015,10-10-2015,2335,BTO,51:30.0
M10000,1X9KN,Keyboard_NBK,17,"1X9KN-SHRD,KYBD,LATTICE,82,3340","SHRD,KYBD,LATTICE,82,3340",5000004,54984,ROUND ROCKBTX,MAGGIE_ZHONG,29-10-2016,02-01-2016,0,CTO,21:42.6
E10000,99GTM,Network Card,13,99GTM_RNDC_12G_NTWK,"CRD,NTWK,12G,RNDC,INTEL,2+2,V3",2190,56994,SANDSTORM,JOHNATHAN_SHEEHAN_ENT_PE/PV_PERIPHERALS,23-04-2016,02-01-2016,34,CTO,21:42.6
M10000,36P59,ODM Mechanical,13,36p59,"ASSY,CMRA,0FHD,E6",5000004,63395,ECHO 13 MLK CTO,GUAT_NEE_LAU,10-12-2016,09-04-2016,5,CTO,00:02.3
DAO,GKM4Y,ODD Mechanical,13,GKM4Y_SCR,"SCR,M2X5,FLH,MSCR,CS,E6320",1865,57519,HOUSTON14BTX,BTX_LATITUDE,09-04-2016,13-02-2016,2470,BTS,57:56.9
C40000,KKMYD,Graphic Card,19,Dongle_DP-to-DVI-D(SL),"ADPT,CON,DNGL,DP2DVISL",5001416,56526,AVALON5810CTO,FUEY_CHUIN_CHUAH (GRPH/NTWK/CTRL_FWS/OPTI ),19-11-2016,12-03-2016,0,CTO,21:27.0
C10000,25D14,Graphic Card,19,"CRD,GRPHC,2GB,W4100","CRD,GRPHC,2GB,W4100",5000960,56526,AVALON5810CTO,FUEY_CHUIN_CHUAH (GRPH/NTWK/CTRL_FWS/OPTI ),24-09-2016,28-11-2015,2,CTO,02:40.4
E10000,78390,CORD,10,78390_CFG,"CORD,PWR,250,10A,1.8M,SHUCO,ST",2190,199,PARTS,ARDIENNE_CARTY_PROJ_ACCESSORIES,14-01-2017,16-04-2016,4,CTO,46:40.9
BRH,H57Y9,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,DR3L,NWMX1,BCC,S",5364,61173,JASBSW20BTX,BTX_PERSONAL_DESKTOPS_BRZ,15-10-2016,23-01-2016,0,BTO,11:48.7
M10000,DV0RH,MOUSE,8,MSE_ENTRY_OPTICAL_Sapphire_WW_PE_Black,"KIT,MSE,USB,WW,PE,MS116,LTON,B",5000005,77386,PR45189TRIGFSHMT,CHAN_MENG_TAN,31-12-2016,14-05-2016,0,CTO,32:44.2
C40000,7V938,LCD,15,"7V938-ASSY,LCD,FHD,TCH,7510","ASSY,LCD,FHD,TCH,7510",5000948,61343,MIRAMAR 15 CTO,PHOAY_HOON_TAN (LATI LCD),16-04-2016,26-03-2016,1,CTO,21:48.5
C40000,9CF26,HDD_NB_DT,8,HDD_500GB_SATA_6G_DT,"HD,500G,S3,7.2K,512E,SGT-PHAR",5000948,52550,AMAZONMTBTX,BTX_OPTIPLEX_DESKTOPS,16-04-2016,17-10-2015,0,BTO,02:40.4
DAO,PF1DT,Keyboard_DT,17,"PF1DT-SHP MTL,BOX,SYSM,W/KYBD,T10","SHP MTL,BOX,SYSM,W/KYBD,T10",1865,62257,SANTA CLARABTX,BTX_CLOUD_CLIENT,16-07-2016,21-11-2015,0,BTS,02:40.4
C10000,X99C3,Projector,17,PROJ-1510X(VIMAX),"KIT,FPR,1510X,CCC,VIMAX",5000960,33146,SP1510X,KAE_SHIN_HOH,08-10-2016,30-01-2016,7,CTO,17:43.1
DAO,1J7FW,ODM Mechanical,13,"1J7FW-ASSY,CVR,LCD,EDP,E6440","ASSY,CVR,LCD,EDP,E6440",1865,52332,SALADO14BTX,BTX_LATITUDE,02-04-2016,07-11-2015,0,BTS,02:40.4
E10000,0KX1F,HDD_NB_DT,8,HDD_NB_2_5_500GB_7200_SATA3,"HD,500G,S3,7.2,512E,7MM,ST,YRX",2190,62879,LOVELAND15BBTX,BTX_LATITUDE,04-06-2016,28-11-2015,0,BTS,02:40.4
DAO,D3RK1,ODD,13,RMSD_12_7_DVD_SATA_Ext,"ASSY,DVD,8X,EXT,USB,HLDS,BLK",1865,56996,SANDSTORMXD,MICHAEL_RUSNACZYK(ESG RMSD),14-01-2017,09-04-2016,21,CTO,00:02.3
DAO,HTX4D,Battery,13,Salado_14_6_3.0_Primary,"BTRY,PRI,65WHR,6C,LITH,SIMP",1865,83544,PR55283SALADO14,DEBRALEA_ROGERS(LARGE ORDERS),14-01-2017,02-04-2016,0,CTO,56:43.7
E10000,58FJ7,ODM Mechanical,13,"58FJ7-ASSY,CVR,LCD,NT,CF,C,WAN,7370","ASSY,CVR,LCD,NT,CF,C,WAN,7370",2190,69923,CELTICBTX,BTX_LATITUDE,22-10-2016,02-04-2016,6,BTO,56:43.7
DAO,4270E,ODD Mechanical,13,4270E_CFG,"SCR,M2X3,KSH,MS,BLO",1865,60151,TULIP17SKLBTX,BTX_PERSONAL_NOTEBOOKS,11-06-2016,07-11-2015,0,BTP,02:40.4
C40000,KKMYD,Graphic Card,19,Dongle_DP-to-DVI-D(SL),"ADPT,CON,DNGL,DP2DVISL",5001416,52170,AMAZON X,SERENA_YANG,18-06-2016,03-10-2015,29,CTO,51:30.0
C10000,CVRNR,ODM Mechanical,13,CVRNR_CFG,"ASSY,CMRA,M16,HD,NB/AIO",5000960,62877,LOVELAND14BBTX,BTX_LATITUDE,30-04-2016,30-01-2016,22,BTO,17:43.1
DAO,FDMRM,Memory,13,MEM_SODIMM_DDR4_2133_4GB,"DIMM,4GB,2133,1RX8,4G,DDR4,S",1865,63039,PARKCITY-P15CTO,"NASSIM_RAHMAT_ALI_MEM_ RELATIONSHIPNB, NASSIM",19-12-2015,28-11-2015,1,CTO,02:40.4
E10000,9CF26,HDD_NB_DT,8,HDD_500GB_SATA_6G_DT,"HD,500G,S3,7.2K,512E,SGT-PHAR",2190,56526,AVALON5810CTO,KEN_HOGAN_COMMERCIAL_HDD,16-04-2016,30-01-2016,483,CTO,17:43.1
DAO,N1TP1,Memory,13,MEM_PR_DDR3_1600_4GB_4Gbx8SR_LV,"DIMM,4GB,1600,1RX8,4G,DDR3L,R",1865,73867,PR49514INDY,DIPAL_PARMAR(LARGE ORDERS),16-07-2016,13-02-2016,0,CTO,57:56.9
E10000,01NRV,CORD,10,powercord_01NRV,"CORD,PWR,220V,2MTR,DIS,IRE/UK",2190,199,PARTS,ANNMARIA_O'KELLY_CONSUM_FP,31-12-2016,27-02-2016,0,CTO,52:53.0
DAO,J8461,Graphic Card,19,Cable_DT_J8461,"ASSY,CBL,VID,ULD",1865,61864,LILYMTCZBTX,BTX_PERSONAL_DESKTOPS,19-03-2016,31-10-2015,999,BTO,02:40.4
C10000,9CF26,HDD_NB_DT,8,HDD_500GB_SATA_6G_DT,"HD,500G,S3,7.2K,512E,SGT-PHAR",5000960,61708,TAHOECBBMTBTX,BTX_VOSTRO_DESKTOPS,20-02-2016,06-02-2016,82,BTO,57:56.9
M10000,KXTTW,ADPT,13,ADAPTER_45W_L6_3P_4.5_WW_M14,"ADPT,AC,45W,LTON,3P,4.5,LC,WW",5000004,59384,IRIS15BDWBTX,BTX_PERSONAL_NOTEBOOKS,26-11-2016,30-01-2016,0,BTS,17:43.1
DAO,1R2M9,Keyboard_NBK,17,"NBKYBD_KYBD,107,FR-ENG BI,M14IXFBP","KYBD,107,FR-ENG BI,M14IXFBP",1865,57571,HOUSTON15CTO1,SIEW_AIK_TAN(KYBD_RELATIONSHIPNB),27-02-2016,13-02-2016,1,CTO,57:56.9
DAO,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",1865,55596,TIGRIS AIO,RAHMAT_ALI_MEM_RELATIONSHIPDT_NASSIM,13-02-2016,19-12-2015,891,CTO,02:40.4
DAO,N6R8G,Keyboard_DT,17,"KYBD_Rusty_US_Eng_POS_DAO, APCC, CCC, BCC","KYBD,104,US,KB216-B,PMX",1865,61687,LOTUSMTBTX,BTX_PERSONAL_DESKTOPS,07-05-2016,09-01-2016,165,BTP,13:36.0
DAO,4270E,ODD Mechanical,13,4270E_CFG,"SCR,M2X3,KSH,MS,BLO",1865,65308,BLACKWELLT4BTX,CHEE_KEAT_CHONG(WIRELESS_RELATIONSHIPNB),03-09-2016,17-10-2015,42,CTO,02:40.4
C40000,N2VFR,Wireless,8,CRD_WRLES_3160AC_M.2,"CRD,WRLES,3160AC,M.2",5000947,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,14-05-2016,30-04-2016,179,BTS,32:44.2
DAO,379T0,Graphic Card,19,"CRD,GRPHC,1GB,K620","CRD,GRPHC,2GB,K620,V2",1865,58003,AVALON 3 XLCTO,FIONA_WOO_GRAPHIC_OPTI/PWS_DT,23-04-2016,09-04-2016,28,CTO,00:02.3
M10000,8M9R2,ODM Mechanical,13,"8M9R2-ASSY,CVR,HNG,RT,N-TCH,GMLK12","ASSY,CVR,HNG,RT,N-TCH,GMLK12",5000004,57494,GOLIADMLK12BTXE,BTX_LATITUDE,20-08-2016,07-05-2016,0,BTO,32:44.2
C10000,J8461,Graphic Card,19,Cable_DT_J8461,"ASSY,CBL,VID,ULD",5000960,54265,GENERAL SFF BTX,BTX_PERSONAL_DESKTOPS,29-10-2016,16-04-2016,0,BTO,46:40.9
E10000,9M9FK,ODD,13,RMSD_9_5_DVDRW_SATA_Bare_Std,"DVD+/-RW,8X,9.5T,GU90N,HLDS",2190,55725,CEDAR15HSWBTX,BTX_PERSONAL_NOTEBOOKS,30-04-2016,19-03-2016,0,BTO,15:39.5
C40000,NJG52,HDD_NB_DT,8,HDD_NB_2_5_500GB_5400_SATA3,"HD,500,S3,5.4,512E,7,ST,YRR,16",5000947,59383,IRIS15BSWBTX,BTX_PERSONAL_NOTEBOOKS,23-04-2016,20-02-2016,0,BTS,57:56.9
E10000,098N0,Battery,13,Loveland 15_6_3.0_Primary,"BTRY,PRI,66WHR,6C,SDI,LL15",2190,62884,LOVELAND15SBTX,BTX_LATITUDE,22-10-2016,19-12-2015,0,BTS,02:40.4
DAO,XP5PX,HDD_NB_DT,8,HDD_NB_2_5_1TB_5400_SATA3,"HD,1TB,S3,5.4,512E,ST,M8BP2,16",30169,60706,VANGOGH14SKLBTX,BTX_VOSTRO_NOTEBOOKS,02-01-2016,19-12-2015,0,BTS,02:40.4
E10000,9M9FK,ODD,13,RMSD_9_5_DVDRW_SATA_Bare_Std,"DVD+/-RW,8X,9.5T,GU90N,HLDS",2190,55725,CEDAR15HSWBTX,BTX_PERSONAL_NOTEBOOKS,28-05-2016,12-03-2016,0,BTO,21:27.0
DAO,5120P,CORD,10,5120P_CFG,"CORD,PWR,125V,6FT,SPT2,UNSHLD",1865,54089,TIGRISMTBTX,BTX_OPTIPLEX_DESKTOPS,16-04-2016,24-10-2015,0,BTS,02:40.4
DAO,N7GG6,HDD_NB_DT,8,HDD_NB_2_5_500GB_SATA3_HYB,"HD,500GB,S3,512E,7MM,KAHV-SSH",1865,76928,PR51297DIESEL17,JACQUEL_HIGHTOWER(LARGE ORDERS),28-01-2017,06-02-2016,0,CTO,57:56.9
C40000,1203M,LCD,15,15.6FHD_AG_BERLINETTA_NBLCD,"LCD,15.6FHD,EDP,AG,FML,SHARP",5000948,60813,BERLINETTABTX,BTX_XPS_NOTEBOOKS,06-08-2016,12-03-2016,0,BTO,21:27.0
BRH,F37V4,ODD Mechanical,13,"F37V4-ASSY,BRKT,ODD,CEDAR 14","ASSY,BRKT,ODD,CEDAR 14",5364,55727,CEDAR14BDWBTX,BTX_PERSONAL_NOTEBOOKS_BRZ,26-11-2016,02-04-2016,0,BTO,56:43.7
E10000,V7RMP,Wireless,8,CRD_WRLES_M.2_7265_SAR_D0,"CRD,WRLES,M.2,7265,SAR,D0",2190,57379,JEFFERSONBTX,BTX_TABLETS,06-02-2016,17-10-2015,84,BTO,02:40.4
C40000,N6R8G,Keyboard_DT,17,"KYBD_Rusty_US_Eng_POS_DAO, APCC, CCC, BCC","KYBD,104,US,KB216-B,PMX",5001417,58030,EGEUSCTO1,AI_RIN_HEA,23-04-2016,12-12-2015,1,CTO,02:40.4
E10000,FHMD4,ADPT,13,Adapter_240W_L6_3P_WW,"ADPT,AC,240W,FLEX,3P,L6,WW",2190,199,PARTS,KENNETH_HOGAN_ADAPTERS_POWERCORDS,23-04-2016,10-10-2015,87,CTO,51:30.0
DAO,6TFN1,HDD_NB_DT,8,HDD_1TB_SATA_6G_DT,"HD,1T,S3,7.2K,512E,SGT-GRDABP2",1865,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS,03-12-2016,16-01-2016,0,BTP,14:57.8
DAO,TD3KX,Memory,13,MEM_SODIMM_DDR4_2133_8GB,"DIMM,8GB,2133,2RX8,4G,DDR4,S",1865,62856,PARKCITY15BTX,BTX_LATITUDE,18-02-2017,07-05-2016,0,BTS,32:44.2
DAO,61H6H,Memory,13,MEM_UDIMM_DDR4_2133_4GB,"DIMM,4GB,2133,1RX8,4G,DDR4,NU",1865,62408,SWORDFISHSFFBTX,BTX_OPTIPLEX_DESKTOPS,06-08-2016,17-10-2015,0,BTS,02:40.4
C10000,750CJ,ODD Mechanical,13,750CJ_SCR,"SCR,M2X2MM,PHH,MSCR,NPL",5000960,61707,TAHOEMTBTX,BTX_VOSTRO_DESKTOPS,10-12-2016,13-02-2016,0,BTO,57:56.9
DAO,NVW27,Keyboard_NBK,17,NBKYBD_emd3_WIN8_ENG_E5,"KYBD,83,US,ENG,EMD3,WIN8,E5",1865,79350,PR52612SALADO14,DEBRALEA_ROGERS(LARGE ORDERS),15-10-2016,05-03-2016,0,CTO,46:25.9
M10000,R5Y4G,ODM Mechanical,13,"R5Y4G-ASSY,CVR,HNG CAP,R,N-T,HD,H15","ASSY,CVR,HNG CAP,R,N-T,HD,H15",5000004,57527,HOUSTON15CTO,PHOAY_HOON_TAN (LATI LCD),05-11-2016,13-02-2016,0,CTO,57:56.9
M10000,V51K2,Memory,13,MEM_UDIMM_DDR4_2133_16GB,"DIMM,16GB,2133,2RX8,8G,DDR4,NU",5000236,62422,SWORDFISH SFF,QUEENNIE_SAW (MEMDT),08-04-2017,14-05-2016,0,CTO,32:44.2
BRH,VN3N0,Battery,13,Iris/Tulip/VG14/Loveland_15_17_4_2.8_PRIMARY,"BTRY,PRI,40WHR,4C,LITH,SIMPLO",5364,60147,TULIP15BDWBTX,BTX_PERSONAL_NOTEBOOKS_BRZ,11-06-2016,26-03-2016,16,BTO,21:48.5
DAO,14PHT,Graphic Card,19,14PHT,"CRD,GRPHC,1GB,K420",1865,58003,AVALON 3 XLCTO,FIONA_WOO_GRAPHIC_OPTI/PWS_DT,20-08-2016,20-02-2016,8,CTO,57:56.9
M10000,F037K,Cable,13,Sandstorm_CSTACK_2.5*8,"ASSY,CBL,MPERC,2.5X8,APL,R730",5000236,56532,AVALON7910RCTO,SERENA_YANG,04-06-2016,30-04-2016,0,CTO,32:44.2
C40000,80HJ5,ODM Mechanical,13,"80HJ5-ASSY,CVR,HNG CAP,N-T, HD,L,H12","ASSY,CVR,HNG CAP,N-T, HD,L,H12",5001417,57515,HOUSTON12CTO,PHOAY_HOON_TAN (LATI LCD),01-10-2016,19-12-2015,0,CTO,02:40.4
C10000,K96D2,LCD,15,15.6HD_AG_ULSLIM_E7_NBLCD,"LCD,15.6HDF,AG,EDP,LGD",5000960,62880,LOVELAND15SCTO,FLORA_HAN,31-12-2016,16-04-2016,18,CTO,46:40.9
E10000,VR648,Memory,13,MEM_UDIMM_DDR3L_1600_8GB,"DIMM,8GB,1600,2RX8,4G,DDR3L,U",2190,61687,LOTUSMTBTX,BTX_PERSONAL_DESKTOPS,23-04-2016,26-03-2016,0,BTO,21:48.5
E10000,G1XNT,HDD_NB_DT,8,HDD_1TB_SATA_6G_DT,"HD,1TB,S3,7.2K,512E,SGT-GRDABP",2190,52170,AMAZON X,KEN_HOGAN_COMMERCIAL_HDD,07-01-2017,13-02-2016,4,CTO,57:56.9
M10000,531R8,Memory,13,MEM_UDIMM_DDR3_1600_4GB,"DIMM,4G,1600,1RX8,4G,DDR3,NU",5000005,54358,GREATBEAR MT BTX,BTX_VOSTRO_DESKTOPS,06-08-2016,20-02-2016,0,BTO,57:56.9
DAO,GKM4Y,ODD Mechanical,13,GKM4Y_SCR,"SCR,M2X5,FLH,MSCR,CS,E6320",1865,57519,HOUSTON14BTX,BTX_LATITUDE,12-12-2015,07-11-2015,3600,BTS,02:40.4
M10000,NRPCN,ODM Mechanical,13,"NRPCN-ASSY,CVR,HNG CAP,N-T,HD,R,H12","ASSY,CVR,HNG CAP,N-T,HD,R,H12",5000004,57515,HOUSTON12CTO,PHOAY_HOON_TAN (LATI LCD),21-05-2016,24-10-2015,15,CTO,02:40.4
C10000,25D14,Graphic Card,19,"CRD,GRPHC,2GB,W4100","CRD,GRPHC,2GB,W4100",5000960,56526,AVALON5810CTO,FUEY_CHUIN_CHUAH (GRPH/NTWK/CTRL_FWS/OPTI ),23-04-2016,06-02-2016,2,CTO,57:56.9
M10000,H7FH3,Carrying Case,13,"H7FH3-CASE,CRYG,FOLIO,DIB,12,PREM","CASE,CRYG,FOLIO,DIB,12,PREM",5000005,60822,BOLDPEAK2BTX,ZALIPAH_MUTTALIB (LATITUDE & MWS),06-08-2016,05-03-2016,0,CTO,46:25.9
E10000,CNJVV,CORD,10,CNJVV_Power Cord,"CORD,PWR,250V,2.5A,1M,C5,E5,UK",2190,62854,PARKCITY14CTO,KENNETH_HOGAN_ADAPTERS_POWERCORDS,09-01-2016,10-10-2015,222,CTO,51:30.0
DAO,09NK2,MOUSE,8,MSE_ENTRY_OPTICAL_Sapphire_WW_PE_Black,"KIT,MSE,USB,WW,PE,MS116,PMX,B",1865,61688,LOTUSSFFBTX,BTX_PERSONAL_DESKTOPS,27-08-2016,05-03-2016,0,BTS,46:25.9
DAO,KM7NY,Projector,17,PROJ-1450,"KIT,FPR,1450,DAO",1865,66034,DELL 1450,ADRIENNE_CARTY_PROJECTOR_BASE,08-10-2016,07-11-2015,0,CTO,02:40.4
C10000,JDX5Y,ODM Mechanical,13,"JDX5Y-KIT,CVR,BZL,HNG,N-TCH,WW,LL14","KIT,CVR,BZL,HNG,N-TCH,WW,LL14",5000960,62877,LOVELAND14BBTX,BTX_LATITUDE,22-10-2016,30-04-2016,15,BTO,32:44.2
C10000,P4T2F,Memory,13,MEM_UDIMM_DDR3L_1600_4GB,"DIMM,4G,1600,1RX8,4G,DDR3L,U",5000960,61688,LOTUSSFFBTX,BTX_PERSONAL_DESKTOPS,01-10-2016,28-11-2015,942,BTO,02:40.4
E10000,36W9M,SSD_NB_DT,8,SSD_NB_M2_2280_128GB_SATA,"SSDR,128,S3,2280,SAMSUNG,PM871",2190,62904,BEAVERCREEK12BTX,BTX_LATITUDE,28-05-2016,05-03-2016,0,BTS,46:25.9
C40000,N2VFR,Wireless,8,CRD_WRLES_3160AC_M.2,"CRD,WRLES,3160AC,M.2",30000,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,09-04-2016,28-11-2015,0,BTS,02:40.4
C10000,8P3YX,Battery,13,"8P3YX-CUS,BTRY,PRI,48WHR,6C,SNYO","CUS,BTRY,PRI,48WHR,6C,SNYO",5000960,199,PARTS,NORMAWARZURA_MAT (BATTERY_APJ),24-12-2016,16-01-2016,0,CTO,14:57.8
DAO,JGP07,Keyboard_NBK,17,"JGP07-ASSY,CVR,KYBD,BASE,7350","ASSY,CVR,KYBD,BASE,7350",1865,65549,PR44438CRESBUTTE,JACQUEL_HIGHTOWER(LARGE ORDERS),14-05-2016,24-10-2015,0,CTO,02:40.4
M10000,9RCDC,ADPT,13,ADAPTER_ARMSTRONG_Rug_90W_L6_3P_ICC,"ADPT,AC,90W,LTON,3P,INDIA",5000236,54984,ROUND ROCKBTX,MOHD_KAMAL_BAKAR (ADAPTER),09-07-2016,17-10-2015,0,CTO,02:40.4
DAO,T95TJ,ODM Mechanical,13,"T95TJ-ASSY,CVR,HNG CAP,LF,TCH,H15","ASSY,CVR,HNG CAP,LF,TCH,H15",1865,57529,HOUSTON15TAA,HAR_HOOI_LIM(LCD_RELATIONSHIPNB),14-01-2017,30-01-2016,0,CTO,17:43.1
C40000,DU555,ODD Mechanical,13,DU555 - MHW,"SCR,M3X.5X5MM,HEX,PHH,TF,ZPS",30000,54265,GENERAL SFF BTX,BTX_PERSONAL_DESKTOPS,13-08-2016,30-01-2016,0,BTS,17:43.1
DAO,T51XV,Carrying case,13,"T51XV-CASE,CRYG,15.6,POLY,SOUL,TOP","CASE,CRYG,15.6,POLY,SOUL,TOP",1865,57527,HOUSTON15CTO,POI_LING_NG_RELATIONSHIPNB,20-02-2016,28-11-2015,6,CTO,02:40.4
C40000,98WC4,ODM Mechanical,13,"98WC4-BZL,LCD,CMRA+MIC+NORM,M6800","BZL,LCD,CMRA+MIC+NORM,M6800",5000948,53292,DIESEL 17,PHOAY_HOON_TAN (LATI LCD),06-08-2016,07-11-2015,0,CTO,02:40.4
C10000,5C033,ODD Mechanical,13,5C033,"CLMP,PS,WIRE,TJD",5000960,57277,AMAZON7 SFF E,NORMAWARZURA_MAT (RMSD_APJ),10-12-2016,16-01-2016,0,CTO,14:57.8
C40000,4DV2H,ODM Mechanical,13,"4DV2H-KIT,CVR,LCD,RED,NT,TULIP 14","KIT,CVR,LCD,RED,NT,TULIP 14",5001417,60149,TULIP14SKLBTX,PHOAY_HOON_TAN (PERSONAL NB),12-03-2016,30-01-2016,0,CTO,17:43.1
C40000,4270E,ODD Mechanical,13,4270E_CFG,"SCR,M2X3,KSH,MS,BLO",5000947,54265,GENERAL SFF BTX,BTX_PERSONAL_DESKTOPS,17-09-2016,13-02-2016,0,BTO,57:56.9
M10000,92NCT,Battery,13,Redwood_Cottonwood_3_Pri_Thin,"BTRY,PRI,43WHR,3C,LITH,LGC",5000004,63256,COTTONWOODSKLBTX,BTX_PERSONAL_NOTEBOOKS,26-12-2015,17-10-2015,0,BTS,02:40.4
C40000,0U781,ODD Mechanical,13,0U781_CFG,"SCR,M3X5MM,HX,TF,ZPS",5000947,54266,GENERAL MT BTX,WENDY_SCM_CHEN,27-08-2016,16-01-2016,0,CTO,14:57.8
C40000,2T530,CORD,10,PWr_CORD_2T530,"KIT,CORD,ADPT,PWR,125V,JPN",5000947,61688,LOTUSSFFBTX,BTX_PERSONAL_DESKTOPS,06-08-2016,30-01-2016,0,BTS,17:43.1
E10000,CVRNR,ODM Mechanical,13,CVRNR_CFG,"ASSY,CMRA,M16,HD,NB/AIO",2190,62879,LOVELAND15BBTX,BTX_LATITUDE,23-04-2016,16-04-2016,72,BTO,46:40.9
C40000,FHKK7,ODM Mechanical,13,Camera_NB HD 2x mic E6 FHKK7,"ASSY,CMRA,HD,0.92M,W/MIC",5000947,57513,HOUSTON12BTX,BTX_LATITUDE,06-08-2016,26-09-2015,0,BTO,51:30.0
DAO,JY0YN,Wireless,8,CRD_WRLESS_DW1707,"CRD,WRLES,M2,DW1707BGN,WW,CHNY",1865,61688,LOTUSSFFBTX,BTX_PERSONAL_DESKTOPS,09-07-2016,26-03-2016,119,BTS,21:48.5
C10000,NC1JK,ODM Mechanical,13,"NC1JK-ASSY,CVR,HNG CAP,L,N-TCH,E5270","ASSY,CVR,HNG CAP,L,N-TCH,E5270",5000960,62850,PARKCITY12BTX,BTX_LATITUDE,07-01-2017,02-04-2016,31,BTO,56:43.7
BRH,VT8HM,Memory,13,MEM_UDIMM_DDR4_2133_4GB,"DIMM,4GB,2133,DDR4,61H6H,BCC,S",5364,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS_BRZ,23-04-2016,27-02-2016,112,BTO,52:53.0
E10000,531R8,Memory,13,MEM_UDIMM_DDR3_1600_4GB,"DIMM,4G,1600,1RX8,4G,DDR3,NU",2190,54361,GREATBEAR ST BTX,BTX_VOSTRO_DESKTOPS,30-04-2016,21-11-2015,17,BTO,02:40.4
E10000,TF52W,HDD_NB_DT,8,HDD_NB_2_5_2TB_5400_SATA3,"HD,2T,S3,5.4,512E,ST,M9T",2190,61341,MIRAMAR 17,KENNETH_HOGAN_NBK_HDD,31-12-2016,30-01-2016,8,CTO,17:43.1
I10000,9M9FK,ODD,13,RMSD_9_5_DVDRW_SATA_Bare_Std,"DVD+/-RW,8X,9.5T,GU90N,HLDS",5000236,62414,WHITEFISHMTBTX,BTX_OPTIPLEX_DESKTOPS,10-09-2016,26-12-2015,452,BTO,21:42.6
DAO,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",1865,59381,IRIS14SKLBTX,BTX_PERSONAL_NOTEBOOKS,01-10-2016,23-04-2016,0,BTS,59:38.0
C40000,YNVRT,ODD Mechanical,13,"YNVRT-LTCH,ODD,SALADO","LTCH,ODD,SALADO",5001417,52370,SALADO 14,LI_THENG_FOO,25-06-2016,26-03-2016,0,CTO,21:48.5
E10000,01NRV,CORD,10,powercord_01NRV,"CORD,PWR,220V,2MTR,DIS,IRE/UK",2190,199,PARTS,ANNMARIA_O'KELLY_CONSUM_FP,31-12-2016,27-02-2016,0,CTO,52:53.0
DAO,27HC7,Keyboard_NBK,17,"27HC7-KYBD,83,FR-ENG BI,M14ISUB","KYBD,83,FR-ENG BI,M14ISUB",1865,57495,GOLIADMLK12CTOE,SIEW_AIK_TAN(KYBD_RELATIONSHIPNB),28-01-2017,02-04-2016,0,CTO,56:43.7
C40000,321C2,Projector,17,"321C2-CASE,CRYG,FPR,4350","CASE,CRYG,FPR,4350",5001416,199,PARTS,KAE_SHIN_HOH,04-06-2016,31-10-2015,0,CTO,02:40.4
C10000,KKMYD,Graphic Card,19,Dongle_DP-to-DVI-D(SL),"ADPT,CON,DNGL,DP2DVISL",5000960,62531,FARALLONSFFFCTO,FUEY_CHUIN_CHUAH (GRPH/NTWK/CTRL_FWS/OPTI ),17-09-2016,26-03-2016,10,CTO,21:48.5
